Starting Point,Ending Point,Bus Name,Bus Type,Departing Time,Reaching Time,Duration,Star Rating,Price,Seat Availability,Bus Type (Categorized)
Lucknow,Agra,Sethi Yatra Company,A/C Seater / Sleeper (2+1),11:59 PM,04:50 AM,04h 51m,3.4,1100,18,A/C Seater/Sleeper
Lucknow,Agra,FlixBus,A/C Seater (2+2),11:50 PM,04:25 AM,04h 35m,5.0,678,15,A/C Seater
Lucknow,Agra,Laxmi holidays,Bharat Benz A/C Seater /Sleeper (2+1),09:40 PM,02:00 AM,04h 20m,3.1,1345,47,A/C Seater/Sleeper
Lucknow,Agra,Laxmi holidays,VE A/C Seater / Sleeper (2+1),11:30 AM,04:00 PM,04h 30m,3.1,1898,20,A/C Seater/Sleeper
Lucknow,Agra,Laxmi holidays,Bharat Benz A/C Seater /Sleeper (2+1),11:30 PM,05:00 AM,05h 30m,3.1,1278,46,A/C Seater/Sleeper
Lucknow,Agra,Laxmi holidays,Bharat Benz A/C Seater /Sleeper (2+1),09:30 PM,02:30 AM,05h 00m,3.1,1700,48,A/C Seater/Sleeper
Lucknow,Agra,Laxmi holidays,Bharat Benz A/C Sleeper (2+1),10:30 PM,04:00 AM,05h 30m,3.1,1799,32,A/C Sleeper
Lucknow,Agra,Laxmi holidays,Bharat Benz A/C Seater /Sleeper (2+1),10:00 PM,03:00 AM,05h 00m,3.1,1406,31,A/C Seater/Sleeper
Lucknow,Agra,Laxmi holidays,Bharat Benz A/C Seater /Sleeper (2+1),12:00 AM,05:05 AM,05h 05m,3.1,1400,1,A/C Seater/Sleeper
Lucknow,Agra,Laxmi holidays,Bharat Benz A/C Seater /Sleeper (2+1),10:00 PM,02:00 AM,04h 00m,3.1,1500,40,A/C Seater/Sleeper
Lucknow,Agra,Laxmi holidays,Bharat Benz A/C Seater /Sleeper (2+1),10:55 PM,03:10 AM,04h 15m,3.1,1700,30,A/C Seater/Sleeper
Lucknow,Agra,SAFAR EXPRESS PVT LTD,A/C Seater / Sleeper (2+1),11:05 AM,03:35 PM,04h 30m,3.0,1399,34,A/C Seater/Sleeper
Lucknow,Agra,Dhruv Travels,A/C Seater / Sleeper (2+1),11:05 PM,03:30 AM,04h 25m,3.0,1349,14,A/C Seater/Sleeper
Lucknow,Agra,Anshi Rajshree Travels,Bharat Benz A/C Sleeper (2+1),07:00 PM,12:30 AM,05h 30m,3.3,999,29,A/C Sleeper
Lucknow,Agra,Aadishakti Travels,Bharat Benz A/C Seater (2+2),03:00 PM,07:40 PM,04h 40m,4.5,1499,30,A/C Seater
Lucknow,Agra,KN Nehra Travels,A/C Seater / Sleeper (2+1),11:45 PM,04:00 AM,04h 15m,2.9,1599,15,A/C Seater/Sleeper
Lucknow,Agra,Shree Saroj Travels,A/C Seater/Sleeper (2+1),10:00 PM,04:00 AM,06h 00m,2.9,1499,21,A/C Seater/Sleeper
Lucknow,Agra,Sanjay Travels,AC Sleeper (2+1),01:15 AM,06:30 AM,05h 15m,2.9,1300,30,Unknown A/C Sleeper
Lucknow,Agra,Vinay Travels,Volvo A/C Seater / Sleeper (2+2),11:33 PM,03:43 AM,04h 10m,2.9,1541,45,A/C Seater/Sleeper
Lucknow,Agra,SAFAR EXPRESS PVT LTD,A/C Seater / Sleeper (2+2),12:35 AM,05:05 AM,04h 30m,2.9,1499,20,A/C Seater/Sleeper
Lucknow,Agra,FlixBus,A/C Sleeper (2+1),11:20 PM,03:55 AM,04h 35m,3.4,947,13,A/C Sleeper
Lucknow,Agra,Raj Kalpana Travels Pvt.Ltd,A/C Seater/Sleeper (2+1),01:45 AM,05:45 AM,04h 00m,3.9,1710,3,A/C Seater/Sleeper
Lucknow,Agra,Raj Kalpana Travels Pvt.ltd.,A/C Seater/Sleeper (2+1),10:00 PM,02:10 AM,04h 10m,4.0,1489,23,A/C Seater/Sleeper
Lucknow,Agra,Panwar Travels,A/C Sleeper (2+1),01:29 AM,06:15 AM,04h 46m,2.8,2313,5,A/C Sleeper
Lucknow,Agra,Panwar Travels,A/C Seater / Sleeper (2+1),10:50 PM,03:15 AM,04h 25m,2.8,850,9,A/C Seater/Sleeper
Lucknow,Agra,FlixBus,A/C Sleeper (2+1),02:10 AM,07:20 AM,05h 10m,3.4,720,2,A/C Sleeper
Lucknow,Agra,Sethi Yatra Company,A/C Seater / Sleeper (2+1),11:50 PM,04:15 AM,04h 25m,2.5,1100,26,A/C Seater/Sleeper
Lucknow,Agra,Gola Bus Service,VE A/C Seater / Sleeper (2+1),10:20 PM,03:00 AM,04h 40m,2.0,1999,45,A/C Seater/Sleeper
Lucknow,Agra,R S YADAV SMART BUS PRIVATE LIMITED,VE A/C Semi Sleeper (2+2),02:35 AM,06:45 AM,04h 10m,4.9,1709,49,A/C Semi Sleeper
Lucknow,Agra,R S YADAV SMART BUS PRIVATE LIMITED,VE A/C Seater / Sleeper (2+1),12:55 AM,04:45 AM,03h 50m,4.9,1599,3,A/C Seater/Sleeper
Lucknow,Agra,R S YADAV SMART BUS PRIVATE LIMITED,VE A/C Semi Sleeper (2+2),10:45 PM,02:35 AM,03h 50m,4.9,1234,36,A/C Semi Sleeper
Lucknow,Agra,R S YADAV SMART BUS PRIVATE LIMITED,VE A/C Semi Sleeper (2+2),10:30 PM,03:15 AM,04h 45m,4.9,1804,41,A/C Semi Sleeper
Lucknow,Agra,IntrCity SmartBus,Bharat Benz A/C Seater /Sleeper (2+1),10:40 PM,03:30 AM,04h 50m,4.3,1424,40,A/C Seater/Sleeper
Lucknow,Agra,IntrCity SmartBus,VE A/C Seater / Sleeper (2+1),08:45 PM,01:35 AM,04h 50m,4.3,1601,31,A/C Seater/Sleeper
Lucknow,Agra,IntrCity SmartBus,VE A/C Seater / Sleeper (2+1),08:35 PM,01:45 AM,05h 10m,4.3,1573,32,A/C Seater/Sleeper
Lucknow,Agra,Raj Kalpana Travels Pvt.ltd.,VE A/C Seater (2+2),08:20 PM,01:20 AM,05h 00m,4.3,1500,39,A/C Seater
Lucknow,Agra,IntrCity SmartBus,Bharat Benz A/C Seater /Sleeper (2+1),11:20 PM,04:05 AM,04h 45m,4.3,1495,41,A/C Seater/Sleeper
Lucknow,Agra,IntrCity SmartBus,Bharat Benz A/C Seater /Sleeper (2+1),10:55 PM,04:05 AM,05h 10m,4.3,1499,36,A/C Seater/Sleeper
Lucknow,Agra,Goyal Travels,VE A/C Seater / Sleeper (2+1),11:20 PM,03:45 AM,04h 25m,2.5,950,19,A/C Seater/Sleeper
Lucknow,Agra,Samay Shatabdi Travels Pvt Ltd,AC Sleeper (2+1),06:10 PM,01:40 AM,07h 30m,3.7,2099,30,Unknown A/C Sleeper
Lucknow,Agra,PTC-SKYBUS,AC Seater (2+2),11:30 PM,03:40 AM,04h 10m,4.2,1399,36,Unknown A/C Seater
Lucknow,Agra,SHREE MARUTIKRUPA TRAVELS AND CARGO,A/C Seater / Sleeper (2+1),11:15 PM,05:30 AM,06h 15m,2.4,1994,40,A/C Seater/Sleeper
Lucknow,Agra,BSS COOL COOL TRAVELS,A/C Seater / Sleeper (2+1),01:10 AM,05:40 AM,04h 30m,4.1,1499,19,A/C Seater/Sleeper
Lucknow,Agra,E Bus India,A/C Seater/Sleeper (2+1),11:00 PM,04:30 AM,05h 30m,4.1,1234,13,A/C Seater/Sleeper
Lucknow,Agra,New Shree Mahaveer Travels,A/C Seater / Sleeper (2+1),10:30 PM,03:45 AM,05h 15m,4.0,899,23,A/C Seater/Sleeper
Lucknow,Agra,RAO SAHAB TRAVELS PRIVATE LIMITED,A/C Seater / Sleeper (2+1),03:45 AM,09:15 AM,05h 30m,1.8,1399,13,A/C Seater/Sleeper
Lucknow,Agra,Gola Bus Service,VE A/C Seater / Sleeper (2+1),12:50 AM,06:00 AM,05h 10m,3.9,1599,10,A/C Seater/Sleeper
Lucknow,Agra,RAO SAHAB TRAVELS PRIVATE LIMITED,A/C Seater / Sleeper (2+1),02:30 AM,08:00 AM,05h 30m,1.8,1399,16,A/C Seater/Sleeper
Lucknow,Agra,Samay Shatabdi Travels Pvt Ltd,AC Sleeper (2+1),06:15 PM,01:15 AM,07h 00m,3.8,1899,29,Unknown A/C Sleeper
Lucknow,Agra,Samay Shatabdi Travels Pvt Ltd,AC Sleeper (2+1),06:30 PM,01:30 AM,07h 00m,3.8,1799,30,Unknown A/C Sleeper
Lucknow,Agra,Khajuraho Travels,AC Sleeper (2+1),11:46 PM,04:41 AM,04h 55m,3.7,1991,36,Unknown A/C Sleeper
Lucknow,Agra,GK Travels,A/C Seater/Sleeper (2+1),09:45 PM,02:00 AM,04h 15m,3.6,1499,32,A/C Seater/Sleeper
Lucknow,Agra,Shatabdi Travels Gurugram,AC Sleeper (2+1),06:30 PM,03:15 AM,08h 45m,3.6,1599,26,Unknown A/C Sleeper
Lucknow,Agra,M R Travels,A/C Seater / Sleeper (2+1),07:00 PM,11:30 PM,04h 30m,3.6,880,35,A/C Seater/Sleeper
Lucknow,Agra,Shatabdi Travels Gurugram,AC Sleeper (2+1),06:35 PM,02:35 AM,08h 00m,3.6,1399,30,Unknown A/C Sleeper
Lucknow,Agra,Jamna Travels (Delhi),VE A/C Seater / Sleeper (2+2),02:45 AM,06:45 AM,04h 00m,3.5,1499,5,A/C Seater/Sleeper
Lucknow,Agra,Anshi Raj Shree Travels,Bharat Benz A/C Sleeper (2+1),08:50 PM,01:30 AM,04h 40m,3.5,1199,13,A/C Sleeper
Lucknow,Agra,Shrinath® Travel Agency Pvt. Ltd.,A/C Sleeper (2+1),08:45 PM,01:25 AM,04h 40m,3.5,4180,36,A/C Sleeper
Lucknow,Agra,Anshi Raj Shree Travels,A/C Seater / Sleeper (2+1),11:30 PM,04:30 AM,05h 00m,3.5,1199,12,A/C Seater/Sleeper
Lucknow,Agra,Shree Savariya Travels & Transport,A/C Seater / Sleeper (2+1),08:15 PM,01:30 AM,05h 15m,3.4,899,40,A/C Seater/Sleeper
Lucknow,Agra,Shree Mahaveer Travels Jaipur,A/C Sleeper (2+1),08:30 PM,01:30 AM,05h 00m,3.4,1099,26,A/C Sleeper
Lucknow,Agra,Sethi Yatra Company,A/C Sleeper (2+1),10:30 PM,03:25 AM,04h 55m,3.4,1400,31,A/C Sleeper
Lucknow,Agra,KARNI KRIPA TOURS & TRAVELS,Bharat Benz A/C Seater /Sleeper (2+1),11:30 PM,04:30 AM,05h 00m,3.4,1099,32,A/C Seater/Sleeper
Lucknow,Agra,GODARA TRAVELS,AC Sleeper (2+1),08:50 PM,01:50 AM,05h 00m,3.3,1899,13,Unknown A/C Sleeper
Lucknow,Agra,Star City Bus,A/C Seater / Sleeper (2+2),11:30 PM,05:00 AM,05h 30m,3.3,2499,34,A/C Seater/Sleeper
Lucknow,Agra,Raaj Rath Travels Co.,A/C Seater / Sleeper (2+1),10:10 PM,03:40 AM,05h 30m,3.3,1349,25,A/C Seater/Sleeper
Lucknow,Agra,GODARA TRAVELS,AC Sleeper (2+1),08:00 PM,01:00 AM,05h 00m,3.3,1699,36,Unknown A/C Sleeper
Lucknow,Agra,Mahalaxmi Travels,Volvo 9600 A/C Sleeper (2+1),11:40 PM,05:15 AM,05h 35m,3.2,2299,23,A/C Sleeper
Lucknow,Agra,Metro Travels,A/C Sleeper (2+1),09:25 PM,01:05 AM,03h 40m,3.2,1568,37,A/C Sleeper
Lucknow,Agra,KISSAN TRAVELS PILANI,Bharat Benz A/C Seater /Sleeper (2+1),08:55 PM,01:15 AM,04h 20m,3.1,2099,48,A/C Seater/Sleeper
Lucknow,Agra,KISSAN TRAVELS PILANI,Bharat Benz A/C Seater /Sleeper (2+1),10:32 PM,03:02 AM,04h 30m,3.1,1399,33,A/C Seater/Sleeper
Lucknow,Agra,Laxmi holidays,Bharat Benz A/C Seater /Sleeper (2+1),11:00 PM,04:30 AM,05h 30m,3.1,1365,33,A/C Seater/Sleeper
Lucknow,Agra,SHRI BALAJII TRAVELS,Volvo A/C Semi Sleeper (2+2),12:55 AM,04:30 AM,03h 35m,3.1,1899,3,A/C Semi Sleeper
Lucknow,Agra,Dhruv Travels,VE A/C Seater / Sleeper (2+2),12:30 AM,05:30 AM,05h 00m,3.0,1599,1,A/C Seater/Sleeper
Lucknow,Agra,Dhruv Travels,A/C Seater / Sleeper (2+2),10:30 PM,03:30 AM,05h 00m,3.0,1099,38,A/C Seater/Sleeper
Lucknow,Agra,Kashi Vishwanath Tours and Travels,A/C Seater / Sleeper (2+2),11:55 PM,05:05 AM,05h 10m,3.0,1900,66,A/C Seater/Sleeper
Lucknow,Agra,Vinay Travels,VE A/C Seater / Sleeper (2+1),11:05 PM,03:35 AM,04h 30m,2.9,1500,44,A/C Seater/Sleeper
Lucknow,Agra,Gorakhdham Express Bus Service,A/C Seater / Sleeper (2+2),11:45 PM,03:45 AM,04h 00m,2.9,1399,56,A/C Seater/Sleeper
Lucknow,Agra,Gorakhdham Express Bus Service,A/C Seater / Sleeper (2+2),10:05 PM,02:05 AM,04h 00m,2.9,1499,29,A/C Seater/Sleeper
Lucknow,Agra,KN Nehra Travels,A/C Seater / Sleeper (2+1),11:00 PM,03:00 AM,04h 00m,2.9,1599,17,A/C Seater/Sleeper
Lucknow,Agra,jiya tour and Travels,A/C Seater / Sleeper (2+1),09:30 PM,01:30 AM,04h 00m,2.8,1139,23,A/C Seater/Sleeper
Lucknow,Agra,Panwar Travels,A/C Sleeper (2+1),10:30 PM,02:30 AM,04h 00m,2.8,1250,36,A/C Sleeper
Lucknow,Agra,KST Travels,A/C Seater / Sleeper (2+1),11:10 PM,03:50 AM,04h 40m,2.8,1699,27,A/C Seater/Sleeper
Lucknow,Agra,Arhaan Travels,A/C Seater / Sleeper (2+1),09:20 PM,01:35 AM,04h 15m,2.7,1399,40,A/C Seater/Sleeper
Lucknow,Agra,MJ Bhati Travels JJN,Bharat Benz A/C Seater /Sleeper (2+1),10:30 PM,02:30 AM,04h 00m,2.6,899,30,A/C Seater/Sleeper
Lucknow,Agra,Shree Mahalaxmi Travels,AC Sleeper (2+1),12:45 AM,04:25 AM,03h 40m,2.6,2699,24,Unknown A/C Sleeper
Lucknow,Agra,Shree Mahaveer Travels,A/C Seater / Sleeper (2+1),09:00 PM,03:00 AM,06h 00m,2.6,1000,21,A/C Seater/Sleeper
Lucknow,Agra,Singh Tour & Travels,Bharat Benz A/C Seater (2+2),11:15 PM,04:30 AM,05h 15m,2.5,1399,28,A/C Seater
Lucknow,Agra,yogesh Travels,A/C Seater / Sleeper (2+1),11:30 PM,03:40 AM,04h 10m,2.4,2000,40,A/C Seater/Sleeper
Lucknow,Agra,yogesh Travels,A/C Seater / Sleeper (2+1),09:30 PM,12:30 AM,03h 00m,2.4,899,40,A/C Seater/Sleeper
Lucknow,Agra,SAANVI TRAVELS,A/C Seater / Sleeper (2+2),11:59 PM,05:30 AM,05h 31m,2.4,1599,27,A/C Seater/Sleeper
Lucknow,Agra,ROYAL SAFARI INDIA TRAVELS,Bharat Benz A/C Seater /Sleeper (2+1),10:30 PM,03:30 AM,05h 00m,2.4,1349,27,A/C Seater/Sleeper
Lucknow,Agra,ROYAL SAFARI INDIA TRAVELS,Bharat Benz A/C Semi Sleeper (2+2),10:30 PM,03:30 AM,05h 00m,2.4,1349,42,A/C Semi Sleeper
Lucknow,Agra,New India Travels,A/C Seater / Sleeper (2+2),09:45 PM,03:00 AM,05h 15m,2.3,1369,30,A/C Seater/Sleeper
Lucknow,Agra,First Choice Holidays,A/C Seater / Sleeper (2+2),11:00 PM,03:15 AM,04h 15m,2.2,899,54,A/C Seater/Sleeper
Lucknow,Agra,NAYAR TRAVELS (OPC) PVT LTD,Volvo A/C B11R Multi Axle Semi Sleeper (2+2),01:15 AM,04:00 AM,02h 45m,2.2,1500,48,A/C Semi Sleeper
Lucknow,Agra,Shri Chirag Travel Agency,AC Sleeper (2+1),07:05 PM,11:35 PM,04h 30m,2.2,1824,37,Unknown A/C Sleeper
Lucknow,Agra,NAYAR TRAVELS (OPC) PVT LTD,A/C Sleeper (2+1),10:15 PM,01:50 AM,03h 35m,2.2,2150,31,A/C Sleeper
Lucknow,Agra,Shri Radha Rani Travels,A/C Seater / Sleeper (2+1),09:30 PM,02:30 AM,05h 00m,2.1,5000,54,A/C Seater/Sleeper
Lucknow,Agra,Shri Radha Rani Travels,A/C Seater / Sleeper (2+2),09:15 PM,02:15 AM,05h 00m,2.1,1049,44,A/C Seater/Sleeper
Lucknow,Agra,Shri Radha Rani Travels,A/C Sleeper (2+1),09:30 PM,02:30 AM,05h 00m,2.1,1399,26,A/C Sleeper
Lucknow,Agra,RAO SAHAB TRAVELS PRIVATE LIMITED,A/C Seater / Sleeper (2+1),01:50 AM,07:20 AM,05h 30m,1.8,1799,21,A/C Seater/Sleeper
Lucknow,Agra,JINWANI TRAVELS & CARGO,A/C Sleeper (1+2),09:30 PM,02:30 AM,05h 00m,1.7,400,40,A/C Sleeper
Lucknow,Agra,Maan Travels,NON AC Seater / Sleeper 2+1,02:00 AM,07:00 AM,05h 00m,1.6,1350,41,Unknown A/C Seater/Sleeper
Lucknow,Agra,Baba Khatushyam Travels Pvt Ltd,A/C Seater / Sleeper (2+2),11:45 PM,03:09 AM,03h 24m,1.6,1299,54,A/C Seater/Sleeper
Lucknow,Agra,Kusum Travels and Logistics,NON A/C Sleeper (2+1),01:45 AM,08:15 AM,06h 30m,1.1,1199,36,A/C Sleeper
Lucknow,Agra,Shree Balajee Travels And Cargo,A/C Seater / Sleeper (2+1),01:00 AM,06:43 AM,05h 43m,1.2,1599,47,A/C Seater/Sleeper
Lucknow,Agra,ROYAL SAFARI INDIA TRAVELS,Bharat Benz A/C Semi Sleeper (2+2),11:00 PM,04:00 AM,05h 00m,3.4880152239047697,1349,45,A/C Semi Sleeper
Lucknow,Agra,Shree Karni Maharaja Travels,AC Sleeper (2+1),06:30 PM,11:30 PM,05h 00m,3.4880152239047697,667,23,Unknown A/C Sleeper
Lucknow,Agra,Shri Radha Rani Travels,A/C Seater / Sleeper (2+2),01:00 PM,06:00 PM,05h 00m,3.4880152239047697,1199,30,A/C Seater/Sleeper
Varanasi,Lucknow,PTC-SKYBUS,A/C Seater/Sleeper (2+1),10:30 PM,05:30 AM,07h 00m,4.7,859,14,A/C Seater/Sleeper
Varanasi,Lucknow,Mahalaxmi Travels,Bharat Benz A/C Seater /Sleeper (2+1),10:30 PM,06:00 AM,07h 30m,3.8,499,19,A/C Seater/Sleeper
Varanasi,Lucknow,Mahalaxmi Travels,Bharat Benz A/C Seater /Sleeper (2+1),05:00 PM,11:45 PM,06h 45m,3.8,999,25,A/C Seater/Sleeper
Varanasi,Lucknow,Yolo Bus,A/C Sleeper (2+1),10:15 PM,05:49 AM,07h 34m,3.8,760,24,A/C Sleeper
Varanasi,Lucknow,Raj Kalpana Travels Pvt.Ltd,A/C Seater/Sleeper (2+1),08:00 PM,01:45 AM,05h 45m,4.7,2045,31,A/C Seater/Sleeper
Varanasi,Lucknow,Khajuraho Travels,A/C Seater / Sleeper (2+1),06:00 PM,12:00 AM,06h 00m,3.9,1801,34,A/C Seater/Sleeper
Varanasi,Lucknow,Goyal Travels,A/C Seater / Sleeper (2+1),04:00 PM,11:25 PM,07h 25m,2.3,500,35,A/C Seater/Sleeper
Varanasi,Lucknow,HIGHWAY STAR TRAVEL & CARGO,A/C Seater/Sleeper (2+1),05:05 PM,12:15 AM,07h 10m,1.8,1757,26,A/C Seater/Sleeper
Varanasi,Lucknow,R S YADAV SMART BUS PRIVATE LIMITED,A/C Seater / Sleeper (2+2),04:40 PM,01:21 AM,08h 41m,4.3,1950,47,A/C Seater/Sleeper
Varanasi,Lucknow,SAFAR EXPRESS PVT LTD,A/C Seater / Sleeper (2+1),04:05 PM,11:30 PM,07h 25m,3.8,1999,27,A/C Seater/Sleeper
Varanasi,Lucknow,Mahalaxmi Travels,Bharat Benz A/C Seater /Sleeper (2+1),07:00 PM,01:30 AM,06h 30m,3.2,949,21,A/C Seater/Sleeper
Varanasi,Lucknow,Sethi Yatra Company,A/C Seater / Sleeper (2+1),04:05 PM,11:50 PM,07h 45m,3.0,600,20,A/C Seater/Sleeper
Varanasi,Lucknow,SHRI BALAJII TRAVELS,Volvo A/C Semi Sleeper (2+2),08:00 PM,11:55 PM,03h 55m,3.1,1299,25,A/C Semi Sleeper
Varanasi,Lucknow,Vinay Travels,VE A/C Seater / Sleeper (2+1),09:30 PM,02:00 AM,04h 30m,2.9,1641,43,A/C Seater/Sleeper
Bareilly,Haridwar,Vijay Tour and Travels,Bharat Benz A/C Seater /Sleeper (2+1),02:20 AM,08:10 AM,05h 50m,3.5,832,1,A/C Seater/Sleeper
Delhi,Agra,UPSRTC - BRT0003,Ordinary Non AC Seater 2+3,04:20 AM,09:00 AM,04h 40m,3.3,345,52,Unknown A/C Seater
Delhi,Agra,UPSRTC - KSB0001,Shatabdi AC Seater 2+2,08:30 AM,12:30 PM,04h 00m,3.6,499,36,Unknown A/C Seater
Delhi,Agra,UPSRTC - TAJ0038,Ordinary Non AC Seater 2+3,09:15 AM,03:30 PM,06h 15m,3.3,314,52,Unknown A/C Seater
Delhi,Agra,UPSRTC - KSB0015,Janrath AC Seater 2+2,11:00 AM,03:00 PM,04h 00m,1.7,499,32,Unknown A/C Seater
Delhi,Agra,UPSRTC - BRT0001,Ordinary Non AC Seater 2+3,01:30 PM,06:30 PM,05h 00m,3.3,345,52,Unknown A/C Seater
Delhi,Agra,UPSRTC - TAJ0054,Pink Express AC Seater 2+2,03:02 PM,06:10 PM,03h 08m,2.8,499,39,Unknown A/C Seater
Delhi,Agra,UPSRTC - TAJ0058,Pink Express AC Seater 2+2,05:30 PM,09:05 PM,03h 35m,3.3,499,41,Unknown A/C Seater
Delhi,Agra,UPSRTC - SKB0018,Ordinary Non AC Seater 2+3,06:00 PM,11:20 PM,05h 20m,3.3,295,52,Unknown A/C Seater
Delhi,Agra,UPSRTC - TAJ0014,Janrath AC Seater 2+2,06:01 PM,10:15 PM,04h 14m,3.3,534,36,Unknown A/C Seater
Delhi,Agra,RSRTC - 180335,Express Non AC Seater 2+3,12:30 PM,04:50 PM,04h 20m,3.7,286,42,Unknown A/C Seater
Delhi,Agra,RSRTC - 159508,Express Non AC Seater 2+3,02:00 PM,05:50 PM,03h 50m,3.7,286,46,Unknown A/C Seater
Delhi,Agra,RSRTC - 170941,Express Non AC Seater 2+3,03:00 PM,07:40 PM,04h 40m,3.7,286,42,Unknown A/C Seater
Delhi,Agra,RSRTC - 159504,Express Non AC Seater 2+3,06:30 PM,12:20 AM,05h 50m,3.7,286,46,Unknown A/C Seater
Delhi,Agra,RSRTC - 160836,Express Non AC Seater 2+3,07:30 PM,05:00 AM,09h 30m,3.7,286,46,Unknown A/C Seater
Delhi,Agra,FlixBus,A/C Seater (2+2),12:10 AM,03:00 AM,02h 50m,3.8,277,26,A/C Seater
Delhi,Agra,NueGo,Electric A/C Seater (2+2),06:00 AM,10:25 AM,04h 25m,4.0,284,12,A/C Seater
Delhi,Agra,FlixBus,A/C Seater (2+2),06:30 AM,11:55 AM,05h 25m,4.3,230,32,A/C Seater
Delhi,Agra,NueGo,Electric A/C Seater (2+2),07:00 AM,11:30 AM,04h 30m,4.0,284,15,A/C Seater
Delhi,Agra,NueGo,Electric A/C Seater (2+2),07:45 AM,12:15 PM,04h 30m,3.9,284,29,A/C Seater
Delhi,Agra,JD Travels (Khajuraho Travels),A/C Seater / Sleeper (2+1),07:55 AM,11:55 AM,04h 00m,4.2,499,24,A/C Seater/Sleeper
Delhi,Agra,NueGo,Electric A/C Seater (2+2),08:25 AM,01:21 PM,04h 56m,4.2,284,24,A/C Seater
Delhi,Agra,NueGo,Electric A/C Seater (2+2),09:00 AM,01:50 PM,04h 50m,4.1,284,30,A/C Seater
Delhi,Agra,Gola Bus Service,VE A/C Seater / Sleeper (2+1),09:20 AM,01:30 PM,04h 10m,3.2,410,20,A/C Seater/Sleeper
Delhi,Agra,IntrCity SmartBus,Bharat Benz A/C Seater /Sleeper (2+1),10:00 AM,02:45 PM,04h 45m,4.1,284,50,A/C Seater/Sleeper
Delhi,Agra,R S YADAV SMART BUS PRIVATE LIMITED,Volvo 9600 A/C Semi Sleeper (2+2),10:30 AM,02:39 PM,04h 09m,4.3,499,45,A/C Semi Sleeper
Delhi,Agra,IntrCity SmartBus,Bharat Benz A/C Seater /Sleeper (2+1),10:35 AM,03:05 PM,04h 30m,4.1,284,45,A/C Seater/Sleeper
Delhi,Agra,IntrCity SmartBus,Bharat Benz A/C Seater /Sleeper (2+1),10:45 AM,03:20 PM,04h 35m,4.1,284,45,A/C Seater/Sleeper
Delhi,Agra,NueGo,Electric A/C Seater (2+2),11:00 AM,03:50 PM,04h 50m,4.0,284,22,A/C Seater
Delhi,Agra,IntrCity SmartBus,Bharat Benz A/C Seater /Sleeper (2+1),11:05 AM,02:20 PM,03h 15m,4.1,284,39,A/C Seater/Sleeper
Delhi,Agra,BT Travels,VE A/C Seater / Sleeper (2+1),11:20 AM,03:00 PM,03h 40m,4.2,349,33,A/C Seater/Sleeper
Delhi,Agra,Gola Bus Service,VE A/C Seater / Sleeper (2+1),11:30 AM,03:20 PM,03h 50m,3.2,299,38,A/C Seater/Sleeper
Delhi,Agra,PTC-SKYBUS,AC Seater (2+2),12:30 PM,04:25 PM,03h 55m,4.7,499,31,Unknown A/C Seater
Delhi,Agra,Gola Bus Service,VE A/C Seater (2+2),12:40 PM,05:10 PM,04h 30m,3.2,299,31,A/C Seater
Delhi,Agra,NueGo,Electric A/C Seater (2+2),01:00 PM,05:50 PM,04h 50m,3.8,284,30,A/C Seater
Delhi,Agra,Laxmi holidays,Bharat Benz A/C Seater /Sleeper (2+1),01:00 PM,04:30 PM,03h 30m,3.4,405,42,A/C Seater/Sleeper
Delhi,Agra,NueGo,Electric A/C Seater (2+2),02:00 PM,06:50 PM,04h 50m,3.7,284,35,A/C Seater
Delhi,Agra,NueGo,Electric A/C Seater (2+2),03:00 PM,07:30 PM,04h 30m,3.9,282,27,A/C Seater
Delhi,Agra,NueGo,Electric A/C Seater (2+2),04:00 PM,08:50 PM,04h 50m,3.5,284,41,A/C Seater
Delhi,Agra,NueGo,Electric A/C Seater (2+2),05:00 PM,09:30 PM,04h 30m,4.3,284,40,A/C Seater
Delhi,Agra,Hans Travels (I) Private Limited,A/C Sleeper (2+1),06:00 PM,09:45 PM,03h 45m,3.8,500,22,A/C Sleeper
Delhi,Agra,NueGo,Electric A/C Seater (2+2),06:00 PM,11:15 PM,05h 15m,3.8,284,42,A/C Seater
Delhi,Agra,Gola Bus Service,VE A/C Seater / Sleeper (2+1),06:00 PM,09:30 PM,03h 30m,3.2,499,34,A/C Seater/Sleeper
Delhi,Agra,Gola Bus Service,VE A/C Seater / Sleeper (2+1),06:20 PM,10:00 PM,03h 40m,3.2,499,28,A/C Seater/Sleeper
Delhi,Agra,Shakmbhari Travels,A/C Seater / Sleeper (2+1),07:00 PM,10:45 PM,03h 45m,3.9,494,28,A/C Seater/Sleeper
Delhi,Agra,NueGo,Electric A/C Seater (2+2),07:00 PM,11:30 PM,04h 30m,4.0,284,36,A/C Seater
Delhi,Agra,Gola Bus Service,VE A/C Seater / Sleeper (2+1),07:20 PM,11:00 PM,03h 40m,3.2,499,36,A/C Seater/Sleeper
Delhi,Agra,FlixBus,A/C Sleeper (2+1),07:30 PM,12:25 AM,04h 55m,3.8,387,21,A/C Sleeper
Delhi,Agra,Shakmbhari Travels,A/C Seater / Sleeper (2+1),08:00 PM,11:45 PM,03h 45m,3.9,494,31,A/C Seater/Sleeper
Delhi,Agra,GK Travels,A/C Seater/Sleeper (2+1),08:30 PM,01:00 AM,04h 30m,3.6,499,28,A/C Seater/Sleeper
