Starting Point,Ending Point,Bus Name,Bus Type,Departing Time,Reaching Time,Duration,Star Rating,Price,Seat Availability,Bus Type (Categorized)
Vijayawada,Hyderabad,Sri KVR Travels,Non A/C Seater / Sleeper (2+1),11:55 PM,06:10 AM,06h 15m,4.3,1690,32,A/C Seater/Sleeper
Vijayawada,Hyderabad,IntrCity SmartBus,A/C Seater / Sleeper (2+1),10:50 PM,06:25 AM,07h 35m,4.7,2128,1,A/C Seater/Sleeper
Vijayawada,Hyderabad,FRESHBUS,Electric A/C Seater (2+2),10:20 PM,05:20 AM,07h 00m,4.6,1599,1,A/C Seater
Vijayawada,Hyderabad,GMRK Tours and Travels,Volvo A/C Semi Sleeper (2+2),11:40 PM,05:55 AM,06h 15m,4.7,1379,1,A/C Semi Sleeper
Vijayawada,Hyderabad,FRESHBUS,Electric A/C Seater (2+2),11:00 PM,05:55 AM,06h 55m,4.5,1519,3,A/C Seater
Vijayawada,Hyderabad,IntrCity SmartBus,AC Sleeper (2+1),11:30 PM,06:30 AM,07h 00m,4.5,1938,1,Unknown A/C Sleeper
Vijayawada,Hyderabad,Zingbus Plus,A/C Seater / Sleeper (2+1),10:20 PM,05:40 AM,07h 20m,4.5,1538,4,A/C Seater/Sleeper
Vijayawada,Hyderabad,NueGo,Electric A/C Seater (2+2),10:30 PM,06:00 AM,07h 30m,4.2,1454,1,A/C Seater
Vijayawada,Hyderabad,IntrCity SmartBus,Scania AC Multi Axle Sleeper (2+1),11:10 PM,05:55 AM,06h 45m,4.3,1909,1,Unknown A/C Sleeper
Vijayawada,Hyderabad,NueGo,Electric A/C Seater/Sleeper (2+1),11:00 PM,06:30 AM,07h 30m,4.2,1094,1,A/C Seater/Sleeper
Vijayawada,Hyderabad,IntrCity SmartBus,VE A/C Seater / Sleeper (2+1),10:55 PM,05:40 AM,06h 45m,4.5,2220,2,A/C Seater/Sleeper
Vijayawada,Hyderabad,IntrCity SmartBus,AC Sleeper (2+1),11:45 PM,06:00 AM,06h 15m,4.3,1938,1,Unknown A/C Sleeper
Vijayawada,Hyderabad,NueGo,Electric A/C Seater (2+2),11:10 PM,06:27 AM,07h 17m,4.0,1398,1,A/C Seater
Vijayawada,Hyderabad,Varun Travels,Scania AC Multi Axle Sleeper (2+1),11:25 PM,05:10 AM,05h 45m,4.2,1550,1,Unknown A/C Sleeper
Vijayawada,Hyderabad,Komali Travels,A/C Seater / Sleeper (2+1),11:59 PM,07:10 AM,07h 11m,4.0,1899,1,A/C Seater/Sleeper
Vijayawada,Hyderabad,Svkdt travels,Scania Multi-Axle AC Seater (2+2),11:35 PM,06:20 AM,06h 45m,4.1,1390,2,Unknown A/C Seater
Vijayawada,Hyderabad,LVP Travels,Non A/C Seater / Sleeper (2+1),11:46 PM,06:00 AM,06h 14m,4.0,2499,2,A/C Seater/Sleeper
Vijayawada,Hyderabad,Sri KVR Travels,A/C Sleeper (2+1),11:50 PM,04:45 AM,04h 55m,3.9,1890,23,A/C Sleeper
Vijayawada,Hyderabad,V Kaveri Travels,A/C Seater / Sleeper (2+1),10:40 PM,05:55 AM,07h 15m,3.5,1890,2,A/C Seater/Sleeper
Vijayawada,Hyderabad,Sai Sri Durga Travels,Non A/C Seater / Sleeper (2+1),11:05 PM,06:30 AM,07h 25m,3.5,1175,2,A/C Seater/Sleeper
Vijayawada,Hyderabad,Orange Tours And Travels,A/C Sleeper (2+1),12:45 AM,07:00 AM,06h 15m,3.3,1800,1,A/C Sleeper
Vijayawada,Hyderabad,Sri KVR Travels,Non A/C Seater / Sleeper (2+1),12:14 AM,06:50 AM,06h 36m,3.9,1950,1,A/C Seater/Sleeper
Vijayawada,Hyderabad,Anjani Bus,NON A/C Sleeper (2+1),11:05 PM,06:25 AM,07h 20m,3.9,1399,1,A/C Sleeper
Vijayawada,Hyderabad,Siri Tours and Travels,A/C Seater / Sleeper (2+1),12:04 AM,06:17 AM,06h 13m,3.7,1880,1,A/C Seater/Sleeper
Vijayawada,Hyderabad,AMIGOS TRAVELS,A/C Sleeper (2+1),11:59 PM,06:19 AM,06h 20m,3.6,1649,6,A/C Sleeper
Vijayawada,Hyderabad,Nani Svkdt Travels,A/C Sleeper (2+1),11:00 PM,05:26 AM,06h 26m,3.4,1599,1,A/C Sleeper
Vijayawada,Hyderabad,SVM Tours And Travels,Non A/C Seater / Sleeper (2+1),11:59 PM,06:40 AM,06h 41m,3.2,1880,1,A/C Seater/Sleeper
Vijayawada,Hyderabad,AMIGOS TRAVELS,A/C Sleeper (2+1),11:59 PM,06:00 AM,06h 01m,3.6,1749,4,A/C Sleeper
Vijayawada,Hyderabad,Sri Atluri Travels,A/C Seater / Sleeper (2+1),10:55 PM,06:00 AM,07h 05m,3.8,1890,3,A/C Seater/Sleeper
Vijayawada,Hyderabad,Srivastav Travels,Bharat Benz A/C Sleeper (2+1),11:00 PM,06:40 AM,07h 40m,3.5,1709,9,A/C Sleeper
Vijayawada,Hyderabad,AVR Travels,A/C Seater / Sleeper (2+1),10:55 PM,05:45 AM,06h 50m,2.8,1599,12,A/C Seater/Sleeper
Vijayawada,Hyderabad,SS Prasanna Travels,A/C Seater (2+2),11:20 PM,06:26 AM,07h 06m,2.6,1299,15,A/C Seater
Vijayawada,Hyderabad,Vsaikrishna Travels,A/C Seater / Sleeper (2+1),11:20 PM,05:15 AM,05h 55m,2.7,1599,25,A/C Seater/Sleeper
Vijayawada,Hyderabad,Prasanna Travels,A/C Seater / Sleeper (2+1),12:57 AM,06:25 AM,05h 28m,2.6,1600,14,A/C Seater/Sleeper
Vijayawada,Hyderabad,SS Prasanna Travels,NON A/C Seater (2+2),11:50 PM,05:26 AM,05h 36m,2.6,1199,20,A/C Seater
Vijayawada,Hyderabad,Sree Raghavendra Travels,NON A/C Semi Sleeper (2+1),09:10 PM,05:30 AM,08h 20m,1.9,3000,35,A/C Semi Sleeper
Vijayawada,Hyderabad,VR Travels,Non A/C Seater / Sleeper (2+1),11:59 PM,06:10 AM,06h 11m,3.4880152239047697,4000,40,A/C Seater/Sleeper
Vijayawada,Hyderabad,Naveen Tours and Travels,A/C Seater/Sleeper (2+1),11:30 PM,05:30 AM,06h 00m,3.4880152239047697,1322,22,A/C Seater/Sleeper
Vijayawada,Hyderabad,Orange Tours And Travels,A/C Sleeper (2+1),11:30 PM,06:00 AM,06h 30m,2.7,1800,1,A/C Sleeper
Vijayawada,Hyderabad,Prasanna Travels,A/C Seater / Sleeper (2+1),10:35 PM,05:25 AM,06h 50m,2.6,1500,2,A/C Seater/Sleeper
Vijayawada,Hyderabad,Moonlight Travels,A/C Sleeper (2+1),11:00 PM,06:05 AM,07h 05m,2.4,1999,1,A/C Sleeper
Vijayawada,Hyderabad,Sai Dasari Travels,Volvo Multi-Axle A/C Sleeper (2+1),11:05 PM,06:15 AM,07h 10m,2.3,1890,4,A/C Sleeper
Vijayawada,Hyderabad,DMR Travels,Non A/C Seater / Sleeper (2+1),11:50 PM,06:25 AM,06h 35m,2.7,1330,1,A/C Seater/Sleeper
Vijayawada,Hyderabad,Sri Sai Anjana Tours and Travels,Non A/C Seater / Sleeper (2+1),11:55 PM,06:25 AM,06h 30m,2.2,1444,1,A/C Seater/Sleeper
Vijayawada,Hyderabad,LVP Travels,A/C Seater / Sleeper (2+1),11:43 PM,07:15 AM,07h 32m,2.5,1950,2,A/C Seater/Sleeper
Vijayawada,Hyderabad,LVR Travels,Non A/C Seater / Sleeper (2+1),11:55 PM,05:35 AM,05h 40m,1.9,1390,1,A/C Seater/Sleeper
Vijayawada,Hyderabad,Orange Tours And Travels,A/C Sleeper (2+1),12:40 AM,07:05 AM,06h 25m,2.1,2000,1,A/C Sleeper
Vijayawada,Hyderabad,Rainbow Tours And Travels,A/C Seater/Sleeper (2+1),11:58 PM,06:32 AM,06h 34m,2.8,1777,1,A/C Seater/Sleeper
Vijayawada,Hyderabad,Ramana Tours And Travels,Non A/C Seater / Sleeper (2+1),01:00 AM,07:07 AM,06h 07m,1.6,1838,1,A/C Seater/Sleeper
Vijayawada,Hyderabad,Navayuga Travels,A/C Seater / Sleeper (2+1),12:25 AM,06:50 AM,06h 25m,2.7,1560,3,A/C Seater/Sleeper
Vijayawada,Hyderabad,AVR Travels,A/C Seater (2+2),11:30 PM,05:30 AM,06h 00m,1.3,3999,8,A/C Seater
Vijayawada,Hyderabad,Sri Sai Anjana Tours and Travels,NON AC Seater / Sleeper 2+1,11:55 PM,06:25 AM,06h 30m,2.1,999,3,Unknown A/C Seater/Sleeper
Vijayawada,Hyderabad,LVR Travels,Non A/C Seater / Sleeper (2+1),11:55 PM,05:35 AM,05h 40m,2.9,1780,1,A/C Seater/Sleeper
Hyderabad,Vijayawada,TSRTC - 7692,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",08:05 PM,02:50 AM,06h 45m,3.1,396,30,Unknown A/C Unknown Type
Hyderabad,Vijayawada,TSRTC - 31010,RAJDHANI (A.C. Semi Sleeper),08:10 PM,03:10 AM,07h 00m,3.1,480,30,Unknown A/C Semi Sleeper
Hyderabad,Vijayawada,TSRTC - 2980,RAJADHANI AC (CONVERTED METRO LUXURY),08:30 PM,03:30 AM,07h 00m,3.3,480,29,Unknown A/C Unknown Type
Hyderabad,Vijayawada,TSRTC - 9880,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",08:40 PM,03:40 AM,07h 00m,4.0,352,14,Unknown A/C Unknown Type
Hyderabad,Vijayawada,TSRTC - 17862,eGARUDA,09:00 PM,04:00 AM,07h 00m,3.0,533,27,Unknown A/C Unknown Type
Hyderabad,Vijayawada,TSRTC - 1781,RAJDHANI (A.C. Semi Sleeper),09:10 PM,02:10 AM,05h 00m,3.1,480,34,Unknown A/C Semi Sleeper
Hyderabad,Vijayawada,TSRTC - 1581,RAJDHANI (A.C. Semi Sleeper),09:30 PM,04:00 AM,06h 30m,3.4,480,23,Unknown A/C Semi Sleeper
Hyderabad,Vijayawada,TSRTC - 18662,eGARUDA,09:30 PM,04:30 AM,07h 00m,3.8,533,27,Unknown A/C Unknown Type
Hyderabad,Vijayawada,TSRTC - 9922,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",09:40 PM,04:50 AM,07h 10m,3.6,396,20,Unknown A/C Unknown Type
Hyderabad,Vijayawada,TSRTC - 1627,RAJDHANI (A.C. Semi Sleeper),09:50 PM,04:50 AM,07h 00m,3.0,480,24,Unknown A/C Semi Sleeper
Hyderabad,Vijayawada,TSRTC - 7769,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",09:50 PM,04:30 AM,06h 40m,3.1,352,10,Unknown A/C Unknown Type
Hyderabad,Vijayawada,TSRTC - 17062,eGARUDA,09:55 PM,04:55 AM,07h 00m,2.9,533,26,Unknown A/C Unknown Type
Hyderabad,Vijayawada,TSRTC - 9933,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",10:00 PM,05:10 AM,07h 10m,4.1,396,19,Unknown A/C Unknown Type
Hyderabad,Vijayawada,TSRTC - 4075,RAJDHANI (A.C. Semi Sleeper),10:20 PM,05:20 AM,07h 00m,2.9,480,31,Unknown A/C Semi Sleeper
Hyderabad,Vijayawada,TSRTC - 7773,Lahari Non A/C Sleeper Cum Seater,11:10 PM,05:30 AM,06h 20m,3.2,545,15,A/C Seater/Sleeper
Hyderabad,Vijayawada,TSRTC - 1649,RAJDHANI (A.C. Semi Sleeper),11:10 PM,04:10 AM,05h 00m,3.5,480,30,Unknown A/C Semi Sleeper
Hyderabad,Vijayawada,FRESHBUS,Electric A/C Seater (2+2),10:20 PM,05:35 AM,07h 15m,4.5,600,16,A/C Seater
Hyderabad,Vijayawada,IntrCity SmartBus,A/C Seater / Sleeper (2+1),10:45 PM,05:35 AM,06h 50m,4.4,451,15,A/C Seater/Sleeper
Hyderabad,Vijayawada,FRESHBUS,Electric A/C Seater (2+2),11:40 PM,06:30 AM,06h 50m,4.5,550,15,A/C Seater
Hyderabad,Vijayawada,AdIntrCity SmartBus,A/C Seater / Sleeper (2+1),10:25 PM,06:00 AM,07h 35m,4.5,482,8,A/C Seater/Sleeper
Hyderabad,Vijayawada,IntrCity SmartBus,AC Sleeper (2+1),10:10 PM,06:05 AM,07h 55m,4.4,595,11,Unknown A/C Sleeper
Hyderabad,Vijayawada,FRESHBUS,Electric A/C Seater (2+2),10:05 PM,05:20 AM,07h 15m,4.4,600,17,A/C Seater
Hyderabad,Vijayawada,FRESHBUS,Electric A/C Seater (2+2),11:00 PM,05:55 AM,06h 55m,4.4,550,14,A/C Seater
Hyderabad,Vijayawada,AdSri Sanvi Tours and Travels,A/C Sleeper (2+1),10:20 PM,04:53 AM,06h 33m,4.4,599,13,A/C Sleeper
Hyderabad,Vijayawada,Zingbus Plus,A/C Seater / Sleeper (2+1),10:50 PM,06:10 AM,07h 20m,4.4,530,20,A/C Seater/Sleeper
Hyderabad,Vijayawada,Sri KVR Travels,A/C Sleeper (2+1),09:45 PM,05:15 AM,07h 30m,4.4,678,13,A/C Sleeper
Hyderabad,Vijayawada,Sri Durga Malleswari Travels,A/C Sleeper (2+1),09:50 PM,05:25 AM,07h 35m,4.3,740,14,A/C Sleeper
Hyderabad,Vijayawada,IntrCity SmartBus,Bharat Benz A/C Seater /Sleeper (2+1),09:55 PM,05:20 AM,07h 25m,4.3,448,17,A/C Seater/Sleeper
Hyderabad,Vijayawada,IntrCity SmartBus,AC Sleeper (2+1),10:45 PM,06:45 AM,08h 00m,4.3,630,16,Unknown A/C Sleeper
Hyderabad,Vijayawada,NueGo,Electric A/C Seater (2+2),11:25 PM,06:30 AM,07h 05m,4.0,451,12,A/C Seater
Hyderabad,Vijayawada,Sri KVR Travels,NON A/C Sleeper (2+1),09:05 PM,05:31 AM,08h 26m,4.1,650,12,A/C Sleeper
Hyderabad,Vijayawada,LVP Travels,A/C Seater / Sleeper (2+1),09:00 PM,04:45 AM,07h 45m,4.0,580,12,A/C Seater/Sleeper
Hyderabad,Vijayawada,Go Tour Travels and Holidays,A/C Seater / Sleeper (2+1),09:45 PM,04:15 AM,06h 30m,4.5,590,11,A/C Seater/Sleeper
Hyderabad,Vijayawada,Sri Venkata Padmavathi Travels,Non A/C Seater / Sleeper (2+1),09:40 PM,06:00 AM,08h 20m,4.2,490,17,A/C Seater/Sleeper
Hyderabad,Vijayawada,Bharathi Tours & Travels,Non A/C Seater / Sleeper (2+1),09:20 PM,05:30 AM,08h 10m,4.0,450,26,A/C Seater/Sleeper
Hyderabad,Vijayawada,Sri Atluri Travels,A/C Seater / Sleeper (2+1),09:20 PM,05:07 AM,07h 47m,4.0,610,15,A/C Seater/Sleeper
Hyderabad,Vijayawada,Sitara Travels,NON A/C Push Back (2+2),10:00 PM,04:00 AM,06h 00m,4.4,410,19,A/C Unknown Type
Hyderabad,Vijayawada,Zingbus Plus,A/C Sleeper (2+1),08:05 PM,12:50 AM,04h 45m,4.4,564,16,A/C Sleeper
Hyderabad,Vijayawada,Sri Rama Travels,Non A/C Seater / Sleeper (2+1),09:45 PM,04:15 AM,06h 30m,4.3,500,15,A/C Seater/Sleeper
Hyderabad,Vijayawada,Navayuga Travels,NON AC Seater / Sleeper 2+1,09:10 PM,04:10 AM,07h 00m,4.2,555,27,Unknown A/C Seater/Sleeper
Hyderabad,Vijayawada,Mayuri Travels,Non A/C Seater / Sleeper (2+1),08:40 PM,04:00 AM,07h 20m,4.0,500,12,A/C Seater/Sleeper
Hyderabad,Vijayawada,Varun Travels,Scania AC Multi Axle Sleeper (2+1),10:45 PM,04:45 AM,06h 00m,4.3,600,11,Unknown A/C Sleeper
Hyderabad,Vijayawada,Sri KVR Travels,Non A/C Seater / Sleeper (2+1),08:00 PM,03:20 AM,07h 20m,4.0,560,11,A/C Seater/Sleeper
Hyderabad,Vijayawada,Orange Tours And Travels,Volvo 9600 Multi-Axle A/C Sleeper (2+1),09:10 PM,04:50 AM,07h 40m,4.0,800,17,A/C Sleeper
Hyderabad,Vijayawada,GMC Travels,A/C Seater / Sleeper (2+1),09:00 PM,03:30 AM,06h 30m,4.5,680,16,A/C Seater/Sleeper
Hyderabad,Vijayawada,Sri Keerthana Sai Travels,Non A/C Seater / Sleeper (2+1),08:00 PM,11:45 PM,03h 45m,4.5,390,33,A/C Seater/Sleeper
Hyderabad,Vijayawada,IntrCity SmartBus,A/C Seater / Sleeper (2+1),08:25 PM,03:45 AM,07h 20m,4.4,630,22,A/C Seater/Sleeper
Hyderabad,Vijayawada,Navayuga Travels,NON AC Seater / Sleeper 2+1,07:57 PM,04:30 AM,08h 33m,4.3,500,17,Unknown A/C Seater/Sleeper
Hyderabad,Vijayawada,Navayuga Travels,A/C Seater / Sleeper (2+1),09:45 PM,04:30 AM,06h 45m,4.3,599,18,A/C Seater/Sleeper
Hyderabad,Vijayawada,BSR Tours And Travels,A/C Sleeper (2+1),08:10 PM,01:50 AM,05h 40m,4.2,880,13,A/C Sleeper
Hyderabad,Vijayawada,Vikram Travels,A/C Seater / Sleeper (2+1),08:30 PM,04:00 AM,07h 30m,4.1,550,13,A/C Seater/Sleeper
Hyderabad,Vijayawada,Sri KVR Travels,A/C Seater / Sleeper (2+1),08:00 PM,12:40 AM,04h 40m,4.1,799,16,A/C Seater/Sleeper
Hyderabad,Vijayawada,Jayanthi Travels,A/C Sleeper (1+2),08:40 PM,03:50 AM,07h 10m,4.1,890,16,A/C Sleeper
Hyderabad,Vijayawada,Jayanthi Travels,NON A/C Hi-Tech Push Back (2+2),09:00 PM,04:15 AM,07h 15m,4.1,504,12,A/C Unknown Type
Hyderabad,Vijayawada,Sree Gowtham Travels,A/C Sleeper (2+1),09:45 PM,05:15 AM,07h 30m,4.1,765,15,A/C Sleeper
Hyderabad,Vijayawada,Jayanthi Travels,Non A/C Seater / Sleeper (2+1),08:15 PM,03:00 AM,06h 45m,4.1,610,12,A/C Seater/Sleeper
Hyderabad,Vijayawada,Vikram Travels,A/C Sleeper (2+1),08:30 PM,03:00 AM,06h 30m,4.1,1000,16,A/C Sleeper
Hyderabad,Vijayawada,Sai Srinivasa Travels,A/C Seater / Sleeper (2+1),09:05 PM,04:50 AM,07h 45m,4.0,680,15,A/C Seater/Sleeper
Hyderabad,Vijayawada,Vinay's Tours and Travels,A/C Sleeper (2+1),10:50 PM,05:55 AM,07h 05m,4.3,1888,23,A/C Sleeper
Hyderabad,Vijayawada,Varun Travels,Bharat Benz A/C Sleeper (2+1),10:30 PM,04:50 AM,06h 20m,4.3,580,13,A/C Sleeper
Hyderabad,Vijayawada,Jayanthi Travels,Non A/C Seater / Sleeper (2+1),08:40 PM,04:40 AM,08h 00m,4.1,560,12,A/C Seater/Sleeper
Hyderabad,Vijayawada,Sri Rama Travels,Non A/C Seater / Sleeper (2+1),09:15 PM,04:15 AM,07h 00m,4.1,555,23,A/C Seater/Sleeper
Hyderabad,Vijayawada,SANDHYA TRAVELS,Bharat Benz A/C Sleeper (2+1),10:35 PM,05:15 AM,06h 40m,4.0,1499,19,A/C Sleeper
Hyderabad,Vijayawada,Svkdt travels,A/C Sleeper (2+1),10:20 PM,05:50 AM,07h 30m,4.6,590,10,A/C Sleeper
Hyderabad,Vijayawada,IntrCity SmartBus,Scania AC Multi Axle Sleeper (2+1),11:00 PM,06:30 AM,07h 30m,4.5,725,5,Unknown A/C Sleeper
Hyderabad,Vijayawada,NueGo,Electric A/C Seater (2+2),10:10 PM,05:15 AM,07h 05m,4.6,569,5,A/C Seater
Hyderabad,Vijayawada,IntrCity SmartBus,A/C Seater / Sleeper (2+1),10:25 PM,06:05 AM,07h 40m,4.4,486,7,A/C Seater/Sleeper
Hyderabad,Vijayawada,GMRK Tours and Travels,Volvo A/C Semi Sleeper (2+2),10:30 PM,05:25 AM,06h 55m,4.4,409,5,A/C Semi Sleeper
Hyderabad,Vijayawada,NueGo,Electric A/C Seater (2+2),10:05 PM,06:00 AM,07h 55m,4.4,743,1,A/C Seater
Hyderabad,Vijayawada,Svkdt travels,A/C Seater / Sleeper (2+1),10:20 PM,05:30 AM,07h 10m,4.4,449,3,A/C Seater/Sleeper
Hyderabad,Vijayawada,NueGo,Electric A/C Seater (2+2),08:55 PM,04:20 AM,07h 25m,4.3,432,4,A/C Seater
Hyderabad,Vijayawada,Svkdt travels,A/C Sleeper (2+1),10:20 PM,05:50 AM,07h 30m,4.2,590,9,A/C Sleeper
Hyderabad,Vijayawada,NueGo,Electric A/C Seater/Sleeper (2+1),10:25 PM,06:00 AM,07h 35m,4.1,427,7,A/C Seater/Sleeper
Hyderabad,Vijayawada,NueGo,Electric A/C Seater (2+2),10:45 PM,06:35 AM,07h 50m,4.4,527,4,A/C Seater
Hyderabad,Vijayawada,NueGo,Electric A/C Seater (2+2),09:55 PM,05:35 AM,07h 40m,4.1,544,3,A/C Seater
Hyderabad,Vijayawada,NueGo,Electric A/C Seater/Sleeper (2+1),09:25 PM,05:10 AM,07h 45m,4.2,553,4,A/C Seater/Sleeper
Hyderabad,Vijayawada,Yolo Bus,A/C Seater / Sleeper (2+1),10:15 PM,05:24 AM,07h 09m,4.1,450,10,A/C Seater/Sleeper
Hyderabad,Vijayawada,NueGo,Electric A/C Seater (2+2),10:55 PM,06:30 AM,07h 35m,4.0,379,8,A/C Seater
Hyderabad,Vijayawada,Tirumala Xpress,A/C Sleeper (2+1),09:35 PM,05:50 AM,08h 15m,4.0,625,6,A/C Sleeper
Hyderabad,Vijayawada,Sri KVR Travels,Non A/C Seater / Sleeper (2+1),09:08 PM,04:20 AM,07h 12m,4.1,480,7,A/C Seater/Sleeper
Hyderabad,Vijayawada,NueGo,Electric A/C Seater (2+2),09:30 PM,05:20 AM,07h 50m,4.0,499,2,A/C Seater
Hyderabad,Vijayawada,Shyamoli Paribahan Pvt Ltd,Scania Multi-Axle AC Semi Sleeper (2+2),10:15 PM,05:10 AM,06h 55m,4.4,499,8,Unknown A/C Semi Sleeper
Hyderabad,Vijayawada,Mythri Tours And Travels,A/C Sleeper (2+1),08:40 PM,02:28 AM,05h 48m,4.7,809,7,A/C Sleeper
Hyderabad,Vijayawada,BSR Tours And Travels,VE A/C Sleeper (2+1),08:50 PM,04:10 AM,07h 20m,4.3,880,3,A/C Sleeper
Hyderabad,Vijayawada,Pavan Tours and Travels,A/C Sleeper (2+1),10:30 PM,04:55 AM,06h 25m,4.2,501,5,A/C Sleeper
Hyderabad,Vijayawada,IntrCity SmartBus,A/C Seater / Sleeper (2+1),08:00 PM,03:00 AM,07h 00m,4.9,565,8,A/C Seater/Sleeper
Hyderabad,Vijayawada,Sri Sai Srinivasa Travels,Non A/C Seater / Sleeper (2+1),08:50 PM,04:30 AM,07h 40m,4.1,550,5,A/C Seater/Sleeper
Hyderabad,Vijayawada,V Kaveri Travels,A/C Sleeper (2+1),09:30 PM,04:30 AM,07h 00m,4.8,800,10,A/C Sleeper
Hyderabad,Vijayawada,IntrCity SmartBus,VE A/C Seater / Sleeper (2+1),08:45 PM,02:10 AM,05h 25m,4.4,565,5,A/C Seater/Sleeper
Hyderabad,Vijayawada,IntrCity SmartBus,AC Sleeper (2+1),08:25 PM,12:20 AM,03h 55m,4.5,1049,1,Unknown A/C Sleeper
Hyderabad,Vijayawada,Sai Srinivasa Travels,A/C Sleeper (2+1),09:30 PM,04:15 AM,06h 45m,4.1,880,4,A/C Sleeper
Hyderabad,Vijayawada,Tirumala Travels,A/C Sleeper (2+1),08:30 PM,04:30 AM,08h 00m,4.1,629,5,A/C Sleeper
Hyderabad,Vijayawada,BSR Tours And Travels,A/C Sleeper (2+1),08:50 PM,04:00 AM,07h 10m,4.0,880,9,A/C Sleeper
Hyderabad,Vijayawada,Holidays Tours and Travels,A/C Seater / Sleeper (2+1),10:20 PM,04:24 AM,06h 04m,4.4,666,10,A/C Seater/Sleeper
Hyderabad,Vijayawada,BSR Tours And Travels,A/C Seater / Sleeper (2+1),08:10 PM,02:30 AM,06h 20m,4.4,580,10,A/C Seater/Sleeper
Hyderabad,Vijayawada,Mythri Tours And Travels,A/C Sleeper (2+1),09:15 PM,04:05 AM,06h 50m,4.3,809,5,A/C Sleeper
Hyderabad,Vijayawada,Svkdt travels,A/C Sleeper (2+1),08:00 PM,02:05 AM,06h 05m,4.4,1099,2,A/C Sleeper
Hyderabad,Vijayawada,Shyamoli Paribahan Pvt Ltd,A/C Seater/Sleeper (2+1),08:00 PM,02:30 AM,06h 30m,4.3,2999,4,A/C Seater/Sleeper
Hyderabad,Vijayawada,BSR Tours And Travels,VE A/C Sleeper (2+1),08:50 PM,04:20 AM,07h 30m,4.2,880,4,A/C Sleeper
Hyderabad,Vijayawada,BSR Tours And Travels,Volvo 9600 Multi-Axle A/C Sleeper (2+1),08:10 PM,01:05 AM,04h 55m,4.2,1280,3,A/C Sleeper
Hyderabad,Vijayawada,Vikram Travels,A/C Sleeper (2+1),08:00 PM,02:00 AM,06h 00m,4.1,809,7,A/C Sleeper
Hyderabad,Vijayawada,Sri KVR Travels,Non A/C Seater / Sleeper (2+1),08:00 PM,02:25 AM,06h 25m,4.1,510,9,A/C Seater/Sleeper
Hyderabad,Vijayawada,Jayanthi Travels,A/C Sleeper (2+1),08:15 PM,03:30 AM,07h 15m,4.1,801,9,A/C Sleeper
Hyderabad,Vijayawada,Shree Manikanta Travels,A/C Sleeper (2+1),08:30 PM,11:40 PM,03h 10m,4.0,839,5,A/C Sleeper
Hyderabad,Vijayawada,Sai Srinivasa Travels,Non A/C Seater / Sleeper (2+1),09:30 PM,04:05 AM,06h 35m,4.6,510,3,A/C Seater/Sleeper
Hyderabad,Vijayawada,Sri Rama Travels,Non A/C Seater / Sleeper (2+1),09:45 PM,04:15 AM,06h 30m,4.1,610,10,A/C Seater/Sleeper
Hyderabad,Vijayawada,Sri KVR Travels,A/C Seater / Sleeper (2+1),08:00 PM,12:55 AM,04h 55m,4.1,799,6,A/C Seater/Sleeper
Hyderabad,Vijayawada,Sri Durga Malleswari Travels,A/C Sleeper (2+1),09:45 PM,04:35 AM,06h 50m,3.9,740,14,A/C Sleeper
Hyderabad,Vijayawada,Anjani Bus,A/C Seater / Sleeper (2+1),09:30 PM,04:40 AM,07h 10m,3.8,449,22,A/C Seater/Sleeper
Hyderabad,Vijayawada,Orange Tours And Travels,NON A/C Seater/ Sleeper (2+1),10:00 PM,05:00 AM,07h 00m,3.6,400,14,A/C Seater/Sleeper
Hyderabad,Vijayawada,IntrCity SmartBus,A/C Seater / Sleeper (2+1),11:15 PM,06:25 AM,07h 10m,3.4,401,14,A/C Seater/Sleeper
Hyderabad,Vijayawada,Morning Star Travels,A/C Sleeper (2+1),10:15 PM,05:20 AM,07h 05m,3.2,590,30,A/C Sleeper
Hyderabad,Vijayawada,Kaveri Travels,A/C Volvo B11R Multi-Axle Sleeper (2+1),08:50 PM,04:05 AM,07h 15m,3.8,750,12,A/C Sleeper
Hyderabad,Vijayawada,V Kaveri Travels,Non A/C Seater / Sleeper (2+1),09:00 PM,04:30 AM,07h 30m,3.5,500,16,A/C Seater/Sleeper
Hyderabad,Vijayawada,Eswar Travels,A/C Seater / Sleeper (2+1),09:15 PM,04:30 AM,07h 15m,3.6,500,13,A/C Seater/Sleeper
Hyderabad,Vijayawada,Orange Tours And Travels,NON A/C Seater/ Sleeper (2+1),10:00 PM,05:00 AM,07h 00m,3.1,400,11,A/C Seater/Sleeper
Hyderabad,Vijayawada,Orange Tours And Travels,A/C Sleeper (2+1),10:00 PM,04:45 AM,06h 45m,3.0,700,18,A/C Sleeper
Hyderabad,Vijayawada,Sri Atluri Travels,NON A/C Hi-Tech (2+2),09:20 PM,04:20 AM,07h 00m,3.3,450,12,A/C Unknown Type
